N;CODIGO_PAIS;CODIGO_ENTIDAD;PROGRAMA;CODIGO_SNIP;CODIGO_UNIFICADO;NOMBRE;UNIDAD_EJECUTORA;DEPARTAMENTO;PROVINCIA;DISTRITO;POBLACION_BENEFICIADA_SSP;MONTO_ACTUALIZADO _PIP;MODALIDAD_FINANCIAMIENTO;TIPO_EJECUCION;ETAPA_INVERSION;ESTADO;;;;;;;;;
54;PE;11529;PNSU;159903;2121719;CONSTRUCCION DE SISTEMA DE AGUA POTABLE Y SISTEMAS DE SANEAMIENTO DE LAS LOCALIDADES DE MONTEALEGRE, YANAPOZO, CHALLUAYACU Y NUEVA LUZ, DISTRITO DE LIMABAMBA - RODRIGUEZ DE MENDOZA - AMAZONAS, II ETAPA META: CONSTRUCCION DEL SISTEMA DE SANEAMIENTO DE LAS LOCALIDADES DE MONTE ALEGRE, YANAPOZO, CHALLUAYACU Y NUEVA LUZ;MUNICIPALIDAD DISTRITAL DE LIMABAMBA;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;1301;5,729,646.97;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
55;PE;11530;PNSU;11211;2030781;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE MARISCAL BENAVIDES;GOBIERNO REGIONAL AMAZONAS;AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;2729;162,750.50;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
56;PE;11531;PNSU;92758;2102084;INSTALACION DEL SITEMA DE AGUA POTABLE EN LA LOCALIDAD DE EL PORVENIR, DISTRITO DE MARISCAL BENAVIDES, PROVINCIA DE RODRIGUEZ DE MENDOZA - AMAZONAS;MUNICIPALIDAD DISTRITAL DE MARISCAL BENAVIDES;AMAZONAS;RODRIGUEZ DE MENDOZA;MARISCAL BENAVIDES;273;248,403.85;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
57;PE;11532;PNSU;49778;2057192;MEJORAMIENTO, CONSTRUCCION DEL SISTEMA INTEGRAL DEL AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE NUEVO CHIRIMOTO, PROVINCIA DE RODRIGUEZ DE MENDOZA - AMAZONAS;MUNICIPALIDAD PROVINCIAL DE RODRIGUEZ DE MENDOZA;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;765;287,195.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
58;PE;11533;PNSU;9348;2227221;AMPLIACION Y MEJORAMIENTO DEL SISTEMA AGUA POTABLE Y LETRINIZACION PLAN GRANDE - BUENA VISTA - TINGO ALTO;GOBIERNO REGIONAL AMAZONAS;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;200;108,629.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
59;PE;11534;PNSU;52805;2065171;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DE LAS LOCALIDADES TOCUYA, PUMAMARCA Y LA FLORIDA, PROVINCIA DE RODRIGUEZ DE MENDOZA - AMAZONAS;MUNICIPALIDAD DISTRITAL DE OMIA;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;928;999,560.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
60;PE;11535;PNSU;104934;2104736;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE SANEAMIENTO DE LAS LOCALIDADES DE MASHUYACU, NUEVO CHIRIMOTO Y LA UNION - DISTRITO DE OMIA, PROVINCIA DE RODRIGUEZ DE MENDOZA - AMAZONAS;MUNICIPALIDAD PROVINCIAL DE RODRIGUEZ MENDOZA;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;1695;4,679,681.33;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
61;PE;11536;PNSU;54247;2058636;AMPLIACION, MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE OMIA -DISTRITO DE OMIA, PROVINCIA DE RODRIGUEZ DE MENDOZA - AMAZONAS;MUNICIPALIDAD PROVINCIAL DE RODRIGUEZ DE MENDOZA;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;1080;751,329.00;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
62;PE;11537;PNSU;50731;2057179;REHABILITACION, AMPLIACION SISTEMA DE AGUA POTABLE, RED DE ALCANTARILADO Y CONSTRUCCION DE LA PLANTA DE TRATAMIENTO DE LAS AGUAS RESIDUALES LOCALIDAD DE SAN NICOLAS – RODRIGUEZ DE MENDOZA, PROVINCIA DE RODRIGUEZ DE MENDOZA - AMAZONAS;MUNICIPALIDAD PROVINCIAL DE RODRIGUEZ DE MENDOZA;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;4212;3,353,534.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
63;PE;11538;PNSU;66689;2067726;CONSTRUCCION, MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO DE LAS LOCALIDADES DE NUEVA ESPERANZA, HUARMIACO, PARISTA, CRUZPATA, CHACAPATA, CHAUPIMONTE-NARANJO Y MITO - DISTRITO DE SAN NICOLAS, PROVINCIA DE RODRIGUEZ DE MENDOZA - AMAZONAS;MUNICIPALIDAD PROVINCIAL DE RODRIGUEZ DE MENDOZA;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;2050;3,975,289.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
64;PE;11539;PNSU;295185;2197003;MEJORAMIENTO DE LA LINEA DE CONDUCCION Y CONSTRUCCION DE DESARENADOR, PRE FILTRO Y FILTRO LENTO DEL SISTEMA DE AGUA POTABLE EN EL DISTRITO DE SAN NICOLÁS, PROVINCIA DE RODRIGUEZ DE MENDOZA - AMAZONAS;MUNICIPALIDAD PROVINCIAL DE RODRIGUEZ DE MENDOZA - SAN NICOLAS;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;3670;3,138,746.09;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
65;PE;11540;PNSU;48637;2057180;CONSTRUCCION DEL ALCANTARILLADO DE LAS LOCALIDADES DE LA PERLA, CALHUAYCO CUYPAMPA Y TOTORA, PROVINCIA DE RODRIGUEZ DE MENDOZA - AMAZONAS;MUNICIPALIDAD PROVINCIAL DE RODRIGUEZ MENDOZA;AMAZONAS;RODRIGUEZ DE MENDOZA;TOTORA;705;555,407.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
66;PE;11541;PNSU;28626;2149371;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL SECTOR SAN LUIS BAGUA GRANDE;GOBIERNO REGIONAL AMAZONAS;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;4225;1,930,611.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
67;PE;11542;PNSU;5545;2031093;AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO Y CONSTRUCCION DE PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS DE LA CIUDAD DE BAGUA GRANDE;REGION AMAZONAS- GERENCIA SUB REGIONAL BAGUA ;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;27507;37,966,665.14;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
68;PE;11543;PNSU;80994;2072855;CONSTRUCCIÓN, MEJORAMIENTO, REHABILITACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE CUMBA, DISITRITO DE CUMBA - UTCUBAMBA - AMAZONAS;MUNICIPALIDAD DISTRITAL DE CUMBA;AMAZONAS;UTCUBAMBA;CUMBA;3500;2,048,595.08;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
69;PE;11544;PNSU;143362;2121717;CONSTRUCCION DE SISTEMA DE AGUA POTABLE Y SANEAMIENTO - VISTA HERMOSA Y CASERIOS JAMALCA, DISTRITO DE JAMALCA - UTCUBAMBA - AMAZONAS;MUNICIPALIDAD DISTRITAL DE JAMALCA;AMAZONAS;UTCUBAMBA;JAMALCA;2669;7,217,970.95;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
70;PE;11545;PNSU;226304;2226496;MEJORAMIENTO, INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LONYA GRANDE Y SUS CENTROS POBLADOS DE NUEVA YORK, ROBLEPAMPA, SANTA CRUZ, HUAYLLA Y YUNGAY LONYA GRANDE, DISTRITO DE LONYA GRANDE - UTCUBAMBA - AMAZONAS;MUNICIPALIDAD DISTRITAL DE LONYA GRANDE;AMAZONAS;UTCUBAMBA;LONYA GRANDE;5083;81,716,668.02;Transferencia;Indirecta;OBRA;Paralizada;;;;;;;;;
71;PE;11546;PNSU;264381;2196940;MEJORAMIENTO DE LOS SERVICIOS DE SANEAMIENTO BÁSICO DE LA CIUDAD DE CHACAS, DISTRITO DE CHACAS - PROVINCIA DE ASUNCIÓN - ANCASH;MUNICIPALIDAD PROVINCIAL DE ASUNCION - CHACAS;ANCASH;ASUNCION;CHACAS;3168;9,549,413.01;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
72;PE;11547;PNSU;113901;2176259;MEJORAMIENTO INTEGRAL DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO DE LA CIUDAD CHIQUIÁN - ANCASH;MUNICIPALIDAD PROVINCIAL DE BOLOGNESI - CHIQUIAN ;ANCASH;BOLOGNESI;CHIQUIAN;4908;20,943,849.51;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
73;PE;11548;PNSU;53780;2084698;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO, TRATAMIENTO DE AGUAS SERVIDAS, DISTRITO DE CARHUAZ, PROVINCIA DE CARHUAZ - ANCASH;MUNICIPALIDAD PROVINCIAL DE CARHUAZ;ANCASH;CARHUAZ;CARHUAZ;8341;31,459,739.47;Transferencia;Indirecta;OBRA (SALDO);Concluido;;;;;;;;;
74;PE;11549;PNSU;69368;2068639;MEJORAMIENTO, AMPLIACION DEL SISTEMA DE DESAGUE DEL CENTRO POBLADO DE BUENAVISTA ALTA, DISTRITO DE BUENA VISTA ALTA - CASMA - ANCASH;MUNICIPALIDAD DISTRITAL DE BUENAVISTA ALTA;ANCASH;CASMA;BUENA VISTA ALTA;735;1,251,781.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
75;PE;11550;PNSU;69293;2068611;AMPLIACION DEL SISTEMA DE DESAGUE DE LA COMUNIDAD CAMPESINA DE HUANCHUY, DISTRITO DE BUENA VISTA ALTA - CASMA - ANCASH;MUNICIPALIDAD DISTRITAL DE BUENAVISTA ALTA;ANCASH;CASMA;BUENA VISTA ALTA;1105;1,244,809.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
76;PE;11551;PNSU;123780;2102194;MEJORAMIENTO Y REHABILITACION DEL SISTEMA DE AGUA POTABLE DE BUENAVISTA ALTA, DISTRITO DE BUENA VISTA ALTA CASMA - ANCASH;MUNICIPALIDAD DISTRITAL DE BUENAVISTA ALTA;ANCASH;CASMA;BUENA VISTA ALTA;1935;1,668,276.45;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
77;PE;11552;PNSU;81564;2073073;INSTALACION DE LINEA EMISORA Y REUBICACION DE LA PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS DE LA CIUDAD CASMA, PROVINCIA DE CASMA - ANCASH;MUNICIPALIDAD PROVINCIAL DE CASMA;ANCASH;CASMA;CASMA;27866;11,579,231.66;Transferencia;Indirecta;OBRA (Expediente Saldo);Convenio Resuelto;;;;;;;;;
78;PE;11553;PNSU;95996;2077830;INSTALACION DEL SISTEMA DE ALCANTARILLADO DE LOS CENTROS POBLADOS SAN DIEGO-EL ESTABLO-SANTA CRISTINA, DISTRITO DE COMANDANTE NOEL - CASMA - ANCASH;MUNICIPALIDAD DISTRITAL DE COMANDANTE NOEL;ANCASH;CASMA;COMANDANTE NOEL;1791;5,844,439.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
79;PE;11554;PNSU;61503;2066116;INSTALACION DEL SISTEMA DE DESAGUE EN EL PUERTO CASMA Y EL BARRIO PIURA, DISTRITO DE COMANDANTE NOEL - CASMA - ANCASH;MUNICIPALIDAD DISTRITAL DE COMANDANTE NOEL;ANCASH;CASMA;COMANDANTE NOEL;1025;4,315,568.00;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
80;PE;11555;PNSU;58094;2065644;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE EN EL DISTRITO DE YAUTAN, DISTRITO DE YAUTAN - CASMA - ANCASH;MUNICIPALIDAD DISTRITAL DE YAUTAN;ANCASH;CASMA;YAUTAN;3150;661,419.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
81;PE;11556;PNSU;58091;2065643;MEJORAMIENTO DEL SISTEMA DE DESAGUE EN EL DISTRITO DE YAUTAN, DISTRITO DE YAUTAN - CASMA - ANCASH;MUNICIPALIDAD DISTRITAL DE YAUTAN;ANCASH;CASMA;YAUTAN;3150;2,757,156.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
82;PE;11557;PNSU;80315;2072632;MEJORAMIENTO SISTEMA DE AGUA POTABLE Y ALCANTARILLADO CHIPRE CHACRAPETI PAMPAP HUARAZ ANCASH, DISTRITO DE COCHABAMBA - HUARAZ - ANCASH;MUNICIPALIDAD DISTRITAL DE COCHABAMBA;ANCASH;HUARAZ;COCHABAMBA;207;1,588,813.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
83;PE;11558;PNSU;49826;2091751;RENOVACIÓN DE REDES SECUNDARIAS DEL SISTEMA DE AGUA POTABLE DE LA CIUDAD DE HUARAZ - ANCASH.;MUNICIPALIDAD PROVINCIAL DE HUARAZ;ANCASH;HUARAZ;HUARAZ;68330;14,152,498.63;Transferencia;Indirecta;OBRA;Paralizada;;;;;;;;;
84;PE;11559;PNSU;19133;2030715;CONSTRUCCION DE CAPTACION,TRASVASE Y LINEA DE CONDUCCION DE LA CAPTACION PARIA- CAPTACION COYLLUR;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO CHAVIN S.A.;ANCASH;HUARAZ;HUARAZ;85457;1,572,059.00;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
85;PE;11560;PNSU;8413;2019386;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE Y ALCANTARILLADO DE HUANCHAC;MUNICIPALIDAD PROVINCIAL DE HUARAZ;ANCASH;HUARAZ;INDEPENDENCIA;1975;1,999,860.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
86;PE;11561;PNSU;7568;2107957;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE Y ALCANTARILLADO EN LA CIUDAD DE HUARMEY - HUARMEY - ANCASH;MUNICIPALIDAD PROVINCIAL DE HUARMEY;ANCASH;HUARMEY;HUARMEY;14975;17,024,039.83;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
87;PE;11562;PNSU;70525;2069058;MEJORAMIENTO Y CONSTRUCCION DEL SISTEMA DE AGUA Y ALCANTARILLADO SANITARIO DE LOS SECTORES DE NUEVA VICTORIA, CONCHUP Y LLACTA DE LA CAMPIÑA DE LA CIUDAD DE CARAZ , PROVINCIA DE HUAYLAS - ANCASH;MUNICIPALIDAD PROVINCIAL DE HUAYLAS;ANCASH;HUAYLAS;CARAZ;2032;3,963,185.80;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
88;PE;11563;PNSU;7635;2028948;MEJORAMIENTO DEL SISTEMA DE TRATAMIENTO DE AGUA POTABLE DE LA LOCALIDAD DE CARAZ;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO CHAVIN S.A.;ANCASH;HUAYLAS;CARAZ;13392;1,409,802.00;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
89;PE;11564;PNSU;264495;2235046;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DEL CASCO URBANO DE LA CIUDAD DE CARAZ, DISTRITO DE CARAZ, PROVINCIA DE HUAYLAS - ANCASH;MUNICIPALIDAD PROVINCIAL DE HUAYLAS - CARAZ;ANCASH;HUAYLAS;CARAZ;19780;79,672,897.13;Transferencia;Indirecta;OBRA (SALDO);Convenio Resuelto;;;;;;;;;
90;PE;11565;PNSU;147732;2128580;MEJORAMIENTO Y AMPLIACIÓN DE LOS SISTEMAS DE AGUA Y ALCANTARILLADO DEL C.P HUARIPAMPA , DISTRITO DE SANTA CRUZ, PROVINCIA DE HUAYLAS - ANCASH;MUNICIPALIDAD DISTRITAL DE SANTA CRUZ;ANCASH;HUAYLAS;SANTA CRUZ;1476;5,085,907.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
91;PE;11566;PNSU;147727;2125268;INSTALACION DEL SISTEMA DE ALCANTARILLADO DE LOS CASERIOS HUANCARHUAZ, CASHAPAMPA, CUNCASH, QUINUANYA Y COLCAS DEL DISTRITO DE SANTA CRUZ, PROVINCIA DE HUAYLAS - ANCASH;MUNICIPALIDAD DISTRITAL DE SANTA CRUZ;ANCASH;HUAYLAS;SANTA CRUZ;1500;5,974,743.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
92;PE;11567;PNSU;16837;2025709;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE BOLOGNESI;MUNICIPALIDAD PROVINCIAL DE PALLASCA;ANCASH;PALLASCA;BOLOGNESI;595;1,295,098.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
93;PE;11568;PNSU;16768;2025710;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE FERRER;MUNICIPALIDAD PROVINCIAL DE PALLASCA;ANCASH;PALLASCA;BOLOGNESI;884;1,104,127.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
94;PE;11569;PNSU;17191;2019411;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE CABANA;MUNICIPALIDAD PROVINCIAL DE PALLASCA;ANCASH;PALLASCA;CABANA;2903;1,929,714.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
95;PE;11570;PNSU;166967;2147842;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE SAN PEDRO DISTRITO DE CABANA, PROVINCIA DE PALLASCA - ANCASH;MUNICIPALIDAD PROVINCIAL DE PALLASCA;ANCASH;PALLASCA;CABANA;625;949,581.12;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
96;PE;11571;PNSU;17207;2023124;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE CONCHUCOS;MUNICIPALIDAD PROVINCIAL DE PALLASCA - CABANA;ANCASH;PALLASCA;CONCHUCOS;2881;3,073,711.34;Transferencia;Indirecta;OBRA;Paralizada;;;;;;;;;
97;PE;11572;PNSU;25086;2037377;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN EL DISTRITO DE HUANDOVAL;MUNICIPALIDAD DISTRITAL DE HUANDOVAL;ANCASH;PALLASCA;HUANDOVAL;2345;2,031,896.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
98;PE;11573;PNSU;20166;2025700;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DEL DISTRITO DE LACABAMBA;MUNICIPALIDAD DISTRITAL DE LACABAMBA;ANCASH;PALLASCA;LACABAMBA;1281;821,249.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
99;PE;11574;PNSU;17787;2019410;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DEL DISTRITO DE LLAPO;MUNICIPALIDAD DISTRITAL DE LLAPO;ANCASH;PALLASCA;LLAPO;926;843,490.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
100;PE;11575;PNSU;20232;2023126;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE PALLASCA;MUNICIPALIDAD PROVINCIAL DE PALLASCA;ANCASH;PALLASCA;PALLASCA;2128;1,892,408.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
101;PE;11576;PNSU;20422;2025634;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE SANTA ROSA;MUNICIPALIDAD DISTRITAL DE SANTA ROSA;ANCASH;PALLASCA;SANTA ROSA;1021;584,566.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
102;PE;11577;PNSU;20426;2023125;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE TAUCA;MUNICIPALIDAD PROVINCIAL DE PALLASCA;ANCASH;PALLASCA;TAUCA;2795;1,331,813.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
103;PE;11578;PNSU;48517;2047399;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE, CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO Y DISPOSICION SANITARIA DE EXCRETAS DEL CENTRO POBLADO MENOR DE HUALALAY, PROVINCIA DE PALLASCA - ANCASH;MUNICIPALIDAD DISTRITAL DE TAUCA;ANCASH;PALLASCA;TAUCA;663;1,613,780.61;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
104;PE;11579;PNSU;115421;2128616;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE SANEAMIENTO BASICO DE LA CIUDAD DE RECUAY, PROVINCIA DE RECUAY - ANCASH;MUNICIPALIDAD PROVINCIAL DE RECUAY;ANCASH;RECUAY;RECUAY;3038;14,750,726.35;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
105;PE;11580;PNSU;315979;2261034;MEJORAMIENTO, AMPLIACION DEL SISTEMA DE SANEAMIENTO INTEGRAL DE LA ZONA URBANA DE TICAPAMPA, DISTRITO DE TICAPAMPA - RECUAY - ANCASH;MUNICIPALIDAD DISTRITAL DE TICAPAMPA;ANCASH;RECUAY;TICAPAMPA;2810;9,520,436.09;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
106;PE;11581;PNSU;78033;2071768;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE Y ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN EL C.P. SALITRE, DISTRITO DE CACERES DEL PERU - SANTA - ANCASH;MUNICIPALIDAD DISTRITAL DE CACERES DEL PERU;ANCASH;SANTA;CACERES DEL PERU;328;1,717,435.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
107;PE;11582;PNSU;77866;2071717;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE DE LA CIUDAD DE JIMBE, DISTRITO DE CACERES DEL PERU - SANTA - ANCASH;MUNICIPALIDAD DISTRITAL DE CACERES DEL PERU;ANCASH;SANTA;CACERES DEL PERU;2213;3,513,909.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
108;PE;11583;PNSU;86645;2074996;REHABILITACION Y AMPLIACION DEL SISTEMA GENERAL DE ALCANTARILLADO Y LAGUNA DE OXIDACION DE LA CIUDAD DE JIMBE, DISTRITO DE CACERES DEL PERU - SANTA - ANCASH;MUNICIPALIDAD DISTRITAL DE CACERES DEL PERU;ANCASH;SANTA;CACERES DEL PERU;2213;5,842,481.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
109;PE;11584;PNSU;68955;2068479;MEJORAMIENTO DEL SISTEMA DE DESAGUE EN EL SECTOR I DE CHIMBOTE, PROVINCIA DE SANTA - ANCASH;MUNICIPALIDAD PROVINCIAL DE SANTA;ANCASH;SANTA;CHIMBOTE;14064;21,545,631.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
110;PE;11585;PNSU;69761;2068801;MEJORAMIENTO DEL SISTEMA DE DESAGÜE EN EL SECTOR II DE CHIMBOTE, PROVINCIA DE SANTA - ANCASH;MUNICIPALIDAD PROVINCIAL DE SANTA;ANCASH;SANTA;CHIMBOTE;3332;3,528,943.80;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
111;PE;11586;PNSU;70398;2069000;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y DESAGÜE EN EL SECTOR III DE CHIMBOTE, PROVINCIA DE SANTA - ANCASH;MUNICIPALIDAD PROVINCIAL DE SANTA;ANCASH;SANTA;CHIMBOTE;9490;14,853,793.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
112;PE;11587;PNSU;70846;2069161;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y DESAGÜE EN EL SECTOR IV DE CHIMBOTE, PROVINCIA DE SANTA - ANCASH;MUNICIPALIDAD PROVINCIAL DE SANTA;ANCASH;SANTA;CHIMBOTE;12650;10,538,466.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
113;PE;11588;PNSU;70517;2069054;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y DESAGÜE EN EL SECTOR V DE CHIMBOTE, PROVINCIA DE SANTA - ANCASH;MUNICIPALIDAD PROVINCIAL DE SANTA;ANCASH;SANTA;CHIMBOTE;10945;13,511,832.01;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
114;PE;11589;PNSU;46782;2054979;MEJORAMIENTO DEL SISTEMA DE EVACUACION FINAL - AREA DE DESCARGA SECTOR SAN PEDRO Y PALACIOS;EMPRESA DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE CHIMBOTE, CASMA Y HUARMEY;ANCASH;SANTA;CHIMBOTE;115550;1,904,320.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
115;PE;11590;PNSU;49853;2054977;MEJORAMIENTO Y CAMBIO DE TRAZO DEL EMISOR AV. INDUSTRIAL TRAMO OVALO SAN PEDRO HASTA CAMARA DE BOMBEO SAN PEDRO, PROVINCIA DE SANTA - ANCASH;EMPRESA DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE CHIMBOTE, CASMA Y HUARMEY;ANCASH;SANTA;CHIMBOTE;35780;4,803,340.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
116;PE;11591;PNSU;36430;2037156;MEJORAMIENTO DEL CAMBIO DE COLECTOR DE LAS MANZANAS F,G,H, EN LA CALLE TAHUANTINSUYO- P.J. DOS DE JUNIO, PROVINCIA DE SANTA - ANCASH;MUNICIPALIDAD PROVINCIAL DE SANTA;ANCASH;SANTA;CHIMBOTE;180;68,962.00;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
